1249729	GB	10
1249729	JP	1
1249729	LT	12
1249729	NO	65
1249729	PL	2
1249729	SE	23
1249729	SK	30
1249729	UA	7
1249729	US	92
1249740	CA	15
1249740	DE	1
1249740	GB	1
1249740	NO	21
1249740	SE	2
1249740	US	8
1309652	FR	1
1309652	IT	1
1309652	JP	17
1309713	NZ	4
1310776	JP	304
1310818	AU	5
1310818	NZ	10
1311477	CN	12
1311477	FR	1
1311477	HK	2
1311477	TW	219
1311649	AT	2
1311649	AU	1
1311649	AX	1
1311649	CA	54
1311649	CH	1
1311649	CL	1
1311649	DE	546
1311649	DZ	1
1311649	EE	16
1311649	ES	3
1311649	FI	22
1311649	FR	12
1311649	GB	2360
1311649	IE	35
1311649	IT	3
1311649	LU	119
1311649	NL	132
1311649	NO	132
1311649	NZ	30
1311649	PT	1
1311649	SE	596
1311649	UA	1
1311649	US	73
1311649	ZA	4
1311671	AT	3
1311671	BE	1
1311671	CA	100
1311671	CH	2
1311671	DE	437
1311671	EE	13
1311671	FI	263
1311671	FR	6
1311671	GB	5222
1311671	IE	141
1311671	IT	1
1311671	JP	8
1311671	LU	166
1311671	NL	258
1311671	NO	1242
1311671	NZ	36
1311671	PT	1
1311671	RU	1
1311671	SE	1891
1311671	US	1754
1311698	CA	21
1311698	US	249
1314419	AU	2844
1314419	BN	3
1314419	CI	1
1314419	CO	15
1314419	CR	36
1314419	DZ	1
1314419	EC	6
1314419	FJ	18
1314419	GA	14
1314419	GH	2
1314419	GN	8
1314419	ID	21
1314419	IN	26
1314419	IR	6
1314419	IT	1
1314419	KE	2
1314419	KI	3
1314419	LA	2
1314419	LY	6
1314419	MA	2
1314419	MG	296
1314419	MX	19
1314419	MY	3
1314419	MZ	62
1314419	NC	66
1314419	OM	1
1314419	PF	6
1314419	PG	75
1314419	PH	30
1314419	PR	1
1314419	PW	34
1314419	RE	4
1314419	SA	28
1314419	SC	3
1314419	TF	8
1314419	TH	2
1314419	TN	2
1314419	TO	3
1314419	UG	1
1314419	US	475
1314419	VN	2
1314419	YE	2
1314419	YT	44
1314419	ZA	72
1314419	ZM	70
1314419	ZW	2
1314508		2
1314508	AE	1
1314508	AG	1
1314508	AU	51
1314508	AW	4
1314508	BB	15
1314508	BQ	5
1314508	CO	4
1314508	CV	35
1314508	CW	19
1314508	EC	7
1314508	FJ	4
1314508	GD	31
1314508	GP	22
1314508	HT	4
1314508	ID	2
1314508	IN	6
1314508	IR	1
1314508	JM	2
1314508	KN	3
1314508	KY	1
1314508	LA	1
1314508	LK	1
1314508	MG	134
1314508	MM	1
1314508	MP	6
1314508	MQ	6
1314508	MS	1
1314508	MY	6
1314508	PG	4
1314508	PR	3
1314508	PW	14
1314508	SA	13
1314508	SD	1
1314508	SG	2
1314508	SV	1
1314508	TH	3
1314508	TT	35
1314508	US	3
1314508	VC	3
1314508	VG	1
1314508	VI	9
1314508	YE	2
1314508	YT	10
1314699		1
1314699	AG	17
1314699	AI	7
1314699	AU	80
1314699	AW	1
1314699	BB	14
1314699	BQ	7
1314699	BR	1
1314699	BS	10
1314699	CK	9
1314699	CO	40
1314699	CR	112
1314699	CV	4
1314699	CW	10
1314699	DM	1
1314699	DO	20
1314699	EC	3
1314699	FJ	46
1314699	GD	8
1314699	GP	21
1314699	GT	2
1314699	GU	1
1314699	GY	1
1314699	HT	6
1314699	ID	6
1314699	JM	13
1314699	KH	1
1314699	KI	6
1314699	KN	24
1314699	KY	7
1314699	LC	17
1314699	MG	124
1314699	MP	6
1314699	MQ	29
1314699	MS	6
1314699	MU	28
1314699	MX	16
1314699	MY	2
1314699	NC	2
1314699	NU	1
1314699	PA	1
1314699	PF	17
1314699	PG	13
1314699	PR	31
1314699	PW	43
1314699	RE	10
1314699	SB	6
1314699	SC	10
1314699	SV	7
1314699	TC	2
1314699	TT	12
1314699	UM	2
1314699	US	21
1314699	VC	8
1314699	VE	3
1314699	VG	4
1314699	VI	30
1314699	WS	2
1314699	YT	2
1314773		1
1314773	AU	67
1314773	BE	61
1314773	BR	2
1314773	CA	2
1314773	CM	3
1314773	CO	1
1314773	CR	142
1314773	DE	3
1314773	DO	14
1314773	EC	4
1314773	EE	1
1314773	FI	1
1314773	FJ	10
1314773	GA	3
1314773	GB	17
1314773	ID	4
1314773	JP	1
1314773	KE	2
1314773	MG	47
1314773	MM	1
1314773	MX	25
1314773	NC	2
1314773	NO	1
1314773	PF	10
1314773	PG	6
1314773	PW	19
1314773	PY	2
1314773	SA	1
1314773	SB	10
1314773	SE	3
1314773	SG	9
1314773	SV	9
1314773	TT	1
1314773	US	96
1315391	AG	26
1315391	AI	8
1315391	AU	8
1315391	BB	49
1315391	BO	8
1315391	BR	10
1315391	BS	14
1315391	CO	796
1315391	CR	2645
1315391	CU	10
1315391	CW	12
1315391	DM	24
1315391	DO	39
1315391	EC	8
1315391	GD	103
1315391	GP	76
1315391	GT	13
1315391	GY	7
1315391	HN	4
1315391	HT	9
1315391	JM	34
1315391	KN	39
1315391	LC	93
1315391	MF	8
1315391	MQ	56
1315391	MS	39
1315391	MX	1340
1315391	NC	4
1315391	PE	19
1315391	PR	65
1315391	PY	104
1315391	SB	2
1315391	SR	3
1315391	ST	2
1315391	TC	3
1315391	TT	167
1315391	US	43
1315391	VC	65
1315391	VE	16
1315391	VG	17
1315391	VI	39
1316805	AG	37
1316805	AI	12
1316805	AU	41
1316805	AW	6
1316805	BB	37
1316805	BE	6
1316805	BQ	13
1316805	BR	2
1316805	BS	17
1316805	CC	3
1316805	CK	3
1316805	CM	5
1316805	CO	62
1316805	CR	145
1316805	CU	2
1316805	CW	11
1316805	CX	3
1316805	DM	6
1316805	DO	12
1316805	EC	7
1316805	ES	8
1316805	FJ	65
1316805	GD	14
1316805	GP	25
1316805	GY	1
1316805	HN	1
1316805	HT	7
1316805	ID	5
1316805	IN	2
1316805	JM	33
1316805	KN	26
1316805	LC	10
1316805	MF	2
1316805	MG	254
1316805	MP	2
1316805	MQ	14
1316805	MS	13
1316805	MU	4
1316805	MX	7
1316805	NC	6
1316805	NF	3
1316805	NO	2
1316805	NU	1
1316805	PA	1
1316805	PF	30
1316805	PG	40
1316805	PR	65
1316805	PW	13
1316805	PY	2
1316805	SA	2
1316805	SB	115
1316805	SC	13
1316805	SE	1
1316805	SX	5
1316805	TC	21
1316805	TT	42
1316805	US	34
1316805	VC	11
1316805	VE	6
1316805	VG	8
1316805	VI	53
1316805	WS	1
1316805	YE	4
1316805	YT	40
1316908	AR	157
1316908	AU	124
1316908	BE	40
1316908	BM	28
1316908	BR	31
1316908	CL	28
1316908	CM	2
1316908	CO	11
1316908	EC	8
1316908	ES	32
1316908	FR	12
1316908	GB	12
1316908	GR	1
1316908	IT	23
1316908	LS	4
1316908	MA	2
1316908	MX	17
1316908	NA	2
1316908	NF	9
1316908	NL	8
1316908	NZ	5
1316908	PA	1
1316908	PE	2
1316908	PT	107
1316908	PY	28
1316908	SE	1
1316908	US	1343
1316908	UY	2
1316908	ZA	16
1316911	BE	1
1316911	DE	1
1317433	AU	6
1317433	BN	3
1317433	CK	11
1317433	CX	5
1317433	FJ	103
1317433	FM	43
1317433	GU	24
1317433	HK	7
1317433	ID	32
1317433	IN	9
1317433	JP	8
1317433	KH	1
1317433	KI	3
1317433	LK	15
1317433	MH	32
1317433	MP	14
1317433	MU	110
1317433	MX	11
1317433	MY	22
1317433	NC	9
1317433	NU	1
1317433	PF	14
1317433	PG	36
1317433	PH	17
1317433	PW	77
1317433	RE	4
1317433	SB	110
1317433	SC	4
1317433	SG	6
1317433	TH	4
1317433	US	10
1317433	VU	7
1317433	WF	4
1317433	WS	3
1317434	MP	16
1318874	AT	4
1318874	BE	7710
1318874	CA	22
1318874	CH	1
1318874	DE	90
1318874	DK	2
1318874	FI	53
1318874	FR	7
1318874	GB	3185
1318874	IE	25
1318874	IT	3
1318874	JP	6
1318874	LU	2
1318874	NL	870
1318874	NO	338
1318874	PL	1
1318874	SE	236
1318874	US	117
1319870	JP	50
1319870	US	3
1320123	GA	1
1320123	PG	2
1320123	SB	128
1320126	AU	19
1320126	FM	3
1320126	GA	1
1320126	ID	8
1320126	JP	2
1320126	LK	1
1320126	MG	302
1320126	MU	352
1320126	MY	2
1320126	NC	2
1320126	PF	15
1320126	PG	36
1320126	PW	95
1320126	RE	4
1320126	SB	67
1320126	SC	14
1320126	SE	9
1320126	TH	1
1320126	US	10
1320126	WS	5
1320126	ZA	2
1320686	CO	174
1320686	CR	245
1320686	CU	2
1320686	GP	33
1320686	GT	2
1320686	MX	24
1320686	TT	41
1320686	VE	1
1322635		1
1322635	AG	10
1322635	AI	50
1322635	AR	1
1322635	AS	1
1322635	AU	490
1322635	AW	6
1322635	BB	46
1322635	BM	19
1322635	BS	27
1322635	CK	4
1322635	CO	2
1322635	CR	8
1322635	CU	5
1322635	CV	156
1322635	CW	6
1322635	DM	10
1322635	EC	10
1322635	ES	1
1322635	FJ	76
1322635	FM	57
1322635	GA	6
1322635	GP	20
1322635	GU	3
1322635	HT	1
1322635	JM	2
1322635	KI	19
1322635	KN	19
1322635	LC	21
1322635	MF	27
1322635	MG	634
1322635	MH	7
1322635	MP	2
1322635	MQ	4
1322635	MS	4
1322635	MU	616
1322635	MY	6
1322635	MZ	70
1322635	NC	31
1322635	NU	1
1322635	NZ	3
1322635	PF	3
1322635	PG	9
1322635	PR	9
1322635	PT	11
1322635	PW	1
1322635	RE	10
1322635	SA	2
1322635	SB	3
1322635	SC	16
1322635	SX	23
1322635	TC	1
1322635	TT	25
1322635	US	44
1322635	VC	5
1322635	VG	16
1322635	VI	55
1322635	VU	4
1322635	WF	3
1322635	WS	1
1322635	YE	2
1322635	YT	4
1322635	ZA	2
1325421	AO	4
1325421	AU	1394
1325421	BO	1
1325421	BR	8
1325421	CI	1
1325421	CO	186
1325421	CR	1333
1325421	CU	1
1325421	DO	23
1325421	GN	3
1325421	GT	8
1325421	ID	5
1325421	JM	3
1325421	JP	6
1325421	MP	3
1325421	MX	13
1325421	PA	4
1325421	PE	1
1325421	PF	1
1325421	PG	10
1325421	PH	12
1325421	PW	88
1325421	PY	7
1325421	SA	6
1325421	SB	2
1325421	SR	12
1325421	US	160
1325421	VE	1
1325421	VN	1
1325561		2
1325561	AE	16
1325561	AG	54
1325561	AI	17
1325561	AU	419
1325561	AW	25
1325561	BB	39
1325561	BE	3
1325561	BM	5
1325561	BQ	54
1325561	BS	22
1325561	CK	9
1325561	CL	16
1325561	CO	92
1325561	CR	161
1325561	CU	2
1325561	CV	138
1325561	CW	82
1325561	CX	3
1325561	DM	5
1325561	DO	11
1325561	EC	8
1325561	ES	2
1325561	FJ	17
1325561	FM	43
1325561	GD	38
1325561	GP	60
1325561	GT	2
1325561	GU	5
1325561	HK	1
1325561	HN	4
1325561	HT	11
1325561	ID	36
1325561	IN	13
1325561	IO	1
1325561	IR	2
1325561	JM	49
1325561	JP	5
1325561	KI	21
1325561	KN	50
1325561	KY	10
1325561	LA	2
1325561	LC	54
1325561	LK	15
1325561	MF	4
1325561	MG	294
1325561	MH	18
1325561	MP	19
1325561	MQ	53
1325561	MS	33
1325561	MU	46
1325561	MV	7
1325561	MX	63
1325561	MY	12
1325561	NC	5
1325561	NF	3
1325561	NP	1
1325561	NU	1
1325561	PA	7
1325561	PE	3
1325561	PF	26
1325561	PG	60
1325561	PH	1
1325561	PK	3
1325561	PR	69
1325561	PT	29
1325561	PW	48
1325561	PY	2
1325561	RE	4
1325561	SA	13
1325561	SB	90
1325561	SC	26
1325561	SD	3
1325561	SG	3
1325561	SV	25
1325561	SX	16
1325561	TC	26
1325561	TD	2
1325561	TF	16
1325561	TH	3
1325561	TL	1
1325561	TO	7
1325561	TT	125
1325561	TW	3
1325561	US	103
1325561	VC	46
1325561	VE	23
1325561	VG	25
1325561	VI	91
1325561	VN	3
1325561	VU	6
1325561	WS	11
1325561	YE	3
1325561	YT	24
1325561	ZA	3
1325561	ZW	1
1331504	DE	30
1331504	LU	1
1340503	AD	1
1340503	AR	1
1340503	AT	42
1340503	BE	67
1340503	CA	1
1340503	CH	3
1340503	CL	2
1340503	CZ	1
1340503	DE	3784
1340503	DK	2
1340503	DZ	11
1340503	EE	22
1340503	ES	38
1340503	FI	15
1340503	FR	10
1340503	GB	13834
1340503	HR	2
1340503	IE	1469
1340503	IL	1
1340503	IM	1
1340503	IT	22
1340503	JP	1
1340503	LU	10
1340503	MX	1
1340503	NL	586
1340503	NO	894
1340503	NZ	363
1340503	PL	10
1340503	PT	943
1340503	RO	2
1340503	RS	1
1340503	RU	4
1340503	SE	8285
1340503	TR	47
1340503	US	4
1370744	US	3
1420185	CA	15
1420185	MX	4
1420608	AU	13
1420615	AU	70
1420615	IN	2
1420615	PH	1
1420795	AU	36
1420795	NZ	2
1420906	PH	4
1469145	CA	51
1469145	GB	33
1469145	JP	1
1502208	CO	7
1502208	CR	20
1502208	US	1
1502577	AU	7
1502577	CA	75
1502577	CH	1
1502577	DE	119
1502577	ES	211
1502577	FI	58
1502577	GB	439
1502577	IE	1
1502577	IT	2
1502577	NL	86
1502577	NO	26
1502577	NZ	10
1502577	SE	34
1502577	US	10
1505543	BE	3
1505543	CA	1
1505543	DE	82
1505543	FI	4
1505543	GB	2
1505543	NL	128
1505543	NO	39
1505543	US	1
1553410	GB	1
1553757	DE	1
1622582	CA	81
1622582	US	71
1622599	CA	1
1622599	US	23
1622608	CA	3
1622608	US	25
1622650	CA	2
1622650	US	2
1622658	DE	3
1622658	US	81
1625041	CR	1
1625082	CR	25
1625094	CR	280
1625168	CR	11
1625211	CR	163
1625561	AE	2
1625561	AO	3
1625561	BF	1
1625561	BI	1
1625561	BJ	28
1625561	BW	4
1625561	CD	23
1625561	CI	3
1625561	CM	2
1625561	ER	7
1625561	ET	7
1625561	GH	2
1625561	GM	1
1625561	GN	1
1625561	IR	1
1625561	JO	1
1625561	KE	86
1625561	KM	1
1625561	LS	16
1625561	MG	1
1625561	MU	11
1625561	MW	10
1625561	MZ	11
1625561	NA	21
1625561	NE	5
1625561	NG	14
1625561	OM	1
1625561	RE	2
1625561	RW	2
1625561	SA	1
1625561	SD	5
1625561	SH	2
1625561	SL	1
1625561	SN	10
1625561	SO	1
1625561	TG	6
1625561	TZ	16
1625561	UG	4
1625561	YE	5
1625561	YT	2
1625561	ZA	235
1625561	ZM	2
1625561	ZW	26
1626038	BW	2
1626038	CM	1
1626038	KE	84
1626038	LS	1
1626038	MU	6
1626038	MW	13
1626038	MZ	22
1626038	RE	10
1626038	SZ	1
1626038	TZ	59
1626038	ZA	300
1626038	ZW	7
1626042	AO	1
1626042	BF	2
1626042	BI	6
1626042	BJ	38
1626042	BW	4
1626042	CD	56
1626042	CF	1
1626042	CI	15
1626042	CM	5
1626042	ET	12
1626042	GA	1
1626042	GN	11
1626042	KE	80
1626042	MG	5
1626042	ML	18
1626042	MW	3
1626042	MZ	11
1626042	NA	5
1626042	NG	28
1626042	SD	3
1626042	SL	5
1626042	SN	4
1626042	TG	4
1626042	TZ	22
1626042	UG	3
1626042	ZA	23
1626042	ZM	3
1626042	ZW	11
1626096	AO	1
1626096	AU	21
1626096	BI	7
1626096	BJ	35
1626096	BW	10
1626096	CD	39
1626096	CG	2
1626096	CI	2
1626096	CM	5
1626096	CR	40
1626096	DE	1
1626096	EG	5
1626096	ER	1
1626096	ES	3
1626096	ET	6
1626096	GB	1
1626096	GH	8
1626096	GN	5
1626096	IR	1
1626096	KE	335
1626096	KM	5
1626096	LB	1
1626096	LS	1
1626096	LY	1
1626096	MA	3
1626096	MG	1
1626096	MU	1
1626096	MZ	11
1626096	NG	3
1626096	NL	1
1626096	NO	1
1626096	PT	9
1626096	RE	5
1626096	SC	12
1626096	SE	4
1626096	SH	9
1626096	SN	4
1626096	SZ	1
1626096	TG	5
1626096	TN	2
1626096	TZ	22
1626096	UG	7
1626096	US	272
1626096	YE	4
1626096	ZA	132
1626096	ZM	8
1626096	ZW	8
1628210	KM	2
1628210	MG	14
1628210	MU	2
1628210	RE	9
1628210	YT	2
1650395	CA	125
1650395	US	49
1651430	DE	2
1651430	ES	2
1651430	IT	6
1651430	JP	2
1651430	KR	3
1651430	MM	10
1651430	NZ	1
1651430	US	30
1651891	AU	12
1651891	BR	1
1651891	EC	1
1651891	GF	21
1651891	GH	7
1651891	MX	4
1651891	PR	7
1651891	US	23
1651891	ZA	8
1652212	JP	1
1652950	AU	11
1652950	GF	14
1652950	IQ	4
1652950	KE	1
1652950	PR	5
1652950	US	8
1652950	ZA	12
1707143	ZA	3
1707143	ZW	1
1707345	CR	131
1707345	MX	3
1707345	PR	2
1707345	US	107
1730978		7
1730978	AT	2
1730978	BE	2
1730978	CH	1
1730978	CN	1
1730978	DE	70
1730978	DK	1118
1730978	EE	5
1730978	ES	2
1730978	FI	4
1730978	FR	65
1730978	GB	592
1730978	IT	5
1730978	LT	1
1730978	LU	74
1730978	NL	31
1730978	NO	38
1730978	RO	1
1730978	SE	221
1730978	SK	1
1730978	US	20
1735121	US	1
1736574	GB	14
1736574	IE	1
1736574	US	1
1736623	AU	240
1736623	CR	3
1736623	DK	11
1736623	FR	2
1736623	GB	54
1736623	IE	2
1736623	IT	2
1736623	NO	1
1736623	PT	2
1736623	US	5
1736906	DE	7
1736906	DK	31
1736906	FR	6
1736906	GB	95
1736906	IE	1
1736906	LU	8
1736906	NL	4
1736906	NO	15
1736906	SE	26
1736906	SK	1
1737131	AU	4
1737131	GB	14089
1737131	IE	129
1737131	NZ	58
1737131	US	11
1739381	DE	8
1739381	DK	19
1739381	EE	7
1739381	FI	32
1739381	IT	1
1739381	NL	6
1739381	NO	21
1739381	PL	2
1739381	SE	1
1739381	SK	27
1739381	US	1
1740623	DE	1
1740623	FR	1
1740623	IT	1
1740669	DE	1
1740669	DK	3
1740669	ES	1
1740669	FR	3
1740669	GB	575
1740669	IE	12
1740669	IT	1
1740669	LU	2
1740669	NL	28
1744658	IT	1
1746806	JP	2
1749449	AT	2
1749449	BE	1
1749449	CH	2
1749449	CZ	1
1749449	DE	134
1749449	DK	25
1749449	EE	13
1749449	FI	15
1749449	FR	8
1749449	GB	979
1749449	IT	2
1749449	LU	4
1749449	NL	5
1749449	NO	4
1749449	SE	222
1750166	DE	1
1750166	EE	7
1750166	FI	37
1771245		18
1771245	AT	48
1771245	AU	6
1771245	AX	1
1771245	BE	1
1771245	CA	27
1771245	CH	1
1771245	CN	1
1771245	CO	12
1771245	CR	99
1771245	DE	155
1771245	DK	6701
1771245	EE	14
1771245	ES	26
1771245	FI	1356
1771245	FJ	1
1771245	FR	143
1771245	GB	2278
1771245	GE	3
1771245	HK	2
1771245	ID	1
1771245	IE	788
1771245	IN	2
1771245	IT	38
1771245	JP	50
1771245	LU	195
1771245	NL	3454
1771245	NO	389
1771245	NZ	53
1771245	PT	1
1771245	RU	5
1771245	SE	421
1771245	TW	60
1771245	US	113
1785185	CY	3
1785185	ES	23
1785185	FR	27
1785185	GR	2
1785185	IT	90
1785185	MA	6
1785185	NL	50
1785185	NO	4
1785185	PT	3
1785185	TR	1
1789695	AT	60
1789695	AX	3
1789695	BG	1
1789695	BY	1
1789695	CA	75
1789695	CH	2
1789695	DE	665
1789695	DK	60
1789695	EE	50
1789695	ES	144
1789695	FI	9645
1789695	FR	68
1789695	GB	6
1789695	GE	2
1789695	GR	1
1789695	HK	1
1789695	IT	63
1789695	NL	4578
1789695	NO	4523
1789695	PT	3
1789695	RU	1
1789695	SE	35
1789695	SK	2
1789695	US	187
1792564	CA	4
1792564	CR	34
1792564	MX	1
1792564	US	74
1801432	AU	238
1801432	NZ	7
1817797	CA	54
1817797	DE	1
1817797	FR	1
1817797	IT	2
1817797	JP	26
1817797	US	171
1820372	AT	18
1820372	AX	2
1820372	BE	1
1820372	CH	1
1820372	CZ	64
1820372	DE	125
1820372	DK	1
1820372	EE	21
1820372	ES	1
1820372	FI	1853
1820372	FR	14
1820372	GB	2
1820372	IT	12
1820372	JP	23
1820372	LT	13
1820372	NL	73
1820372	NO	270
1820372	PL	4
1820372	RU	12
1820372	SE	8
1820372	SI	1
1820372	SK	3
1820372	UA	1
1820406	AT	1
1820406	BG	4
1820406	BY	1
1820406	CA	22
1820406	CH	2
1820406	DE	122
